id,text,anger,disgust,fear,joy,sadness
afr_test_track_c_00639,So this time she wanted to pay in advance to make sure that she would receive future expenses!,,,,,
afr_test_track_c_00640,So the question of whether growth is distributed fairly should be a central aspect of all economic considerations.,,,,,
afr_test_track_c_00641,Certainly attention will have to be paid to convincing talented young people that agriculture can be a good career option.,,,,,
afr_test_track_c_00642,Added to this is an argument from the Western Cape that shareholding schemes should be reintroduced as a way of land reform.,,,,,
afr_test_track_c_00643,Now I've said enough.,,,,,
afr_test_track_c_00644,Nor can the value of Afrikaans as a marketing language be underestimated today.,,,,,
afr_test_track_c_00645,"However, let me say that my department will not delay the disbursement of these funds.",,,,,
afr_test_track_c_00646,Marketers who are worth their salt will realize that English-language advertising can stir the hearts of a huge consumer market.,,,,,
afr_test_track_c_00647,True democracy requires that governments be governed with the consent of those who are governed.,,,,,
afr_test_track_c_00648,"Support has also been promised from Lesotho, because like NALN, this museum's mission will also cross state boundaries.",,,,,
afr_test_track_c_00649,"She manages her department extremely professionally, and her officials keep them out of politics and do their job.",,,,,
afr_test_track_c_00650,"It was wonderfully arranged, and we were able to come and pack after the holidays.",,,,,
afr_test_track_c_00651,"Twenty-five is a youthful age, but it is also a quarter of a century old.",,,,,
afr_test_track_c_00652,"We have implemented decisive anti-recession spending by the government, especially on infrastructure.",,,,,
afr_test_track_c_00653,"For example, his remarks on education in his inaugural address were based on our Prime Minister's remarks to him.",,,,,
afr_test_track_c_00654,You don't know what it's like to spend your whole life at sea and know no other life.,,,,,
afr_test_track_c_00655,I am excited because you are the type of people who are going to thrive in the Western Cape's Open Opportunity Society.,,,,,
afr_test_track_c_00656,We still have a long way to go.,,,,,
afr_test_track_c_00657,"At the time of the purchase, Africans were pouring into South Africa in large numbers.",,,,,
afr_test_track_c_00658,"Often, too, art events convey only such enlightening symbolic messages.",,,,,
afr_test_track_c_00659,"The last drop-off point was the Military Museum at Tempe, the army base just outside the city.",,,,,
afr_test_track_c_00660,Workers of dairy farms can rent cattle to the Elim project through a loan or through a donation from the employee.,,,,,
afr_test_track_c_00661,"The exhibition has been revised, expanded, and renewed several times over the years.",,,,,
afr_test_track_c_00662,"Over the next two years, children up to 13 years of age will qualify.",,,,,
afr_test_track_c_00663,It is my privilege and honor to be invited to participate in Dalrose Primary School's 25th anniversary celebrations.,,,,,
afr_test_track_c_00664,"During the first semester of this year, the local Department of Afrikaans and Dutch received an ""immigrant"" from the Cape as a resident writer.",,,,,
afr_test_track_c_00665,What we are especially excited about is that the name Icon refers to the 'Wall of Remembrance' inside the building.,,,,,
afr_test_track_c_00666,"Like sport fishermen, they now have to buy seasonal permits to catch lobster.",,,,,
afr_test_track_c_00667,They don't have a media profile.,,,,,
afr_test_track_c_00668,"Although everyone in South Africa faces crime, rural crime has become a shocking statistic.",,,,,
afr_test_track_c_00669,"The growth of the margin has positive effects for some industries, while negatively affecting others.",,,,,
afr_test_track_c_00670,"In closing, I would like to thank each and every one of you here for the warm and educational time we were able to spend together.",,,,,
afr_test_track_c_00671,Outbreaks of animal diseases and their associated consequences can take on catastrophic proportions within the agricultural sector.,,,,,
afr_test_track_c_00672,It's not necessary.,,,,,
afr_test_track_c_00673,The Language Committee is looking into this.,,,,,
afr_test_track_c_00674,"No, we have no interest in being swallowed by a dragon that has served us well.",,,,,
afr_test_track_c_00675,The Provincial Cabinet and Provincial Department Heads met on Tuesday and Wednesday at Saldanhabaai on the West Coast for a Lekgotla.,,,,,
afr_test_track_c_00676,Improving governance also means that we need to have a reliable database of the social dynamics within our nation.,,,,,
afr_test_track_c_00677,"For this we owe you a great debt of gratitude, for without your willingness we cannot provide the service on which many rely.",,,,,
afr_test_track_c_00678,General Piet Joubert belongs and he was going to put it down.,,,,,
afr_test_track_c_00679,This may have an unknown impact on the canola and tourism industries in the Overberg region.,,,,,
afr_test_track_c_00680,This means that the same degree of deterministic production is not possible as in the case of the industrial sector.,,,,,
afr_test_track_c_00681,Evidence of social services can also be seen in the tremendous improvement in access to primary health care.,,,,,
afr_test_track_c_00682,We are people who love nature.,,,,,
afr_test_track_c_00683,"A long time ago, a troubadour and his entourage visited a literary museum in a city.",,,,,
afr_test_track_c_00684,"Once again, statistics show that only 15 out of 100 cases are reported.",,,,,
afr_test_track_c_00685,This will go a long way to neutralizing the work conflict that arises from corrective action.,,,,,
afr_test_track_c_00686,"And we reached an agreement on it that was signed on April 23, 1994.",,,,,
afr_test_track_c_00687,So the correspondence begins in English.,,,,,
afr_test_track_c_00688,"Also, space is available for this and the equipment is already in place.",,,,,
afr_test_track_c_00689,Nora Matsebula does not live there by choice.,,,,,
afr_test_track_c_00690,"Successful privatization can turn the problem of backlogs on schools and clinics, for example, into a snapshot.",,,,,
afr_test_track_c_00691,"Over the many decades of his long and fruitful life, he must have written hundreds of letters.",,,,,
afr_test_track_c_00692,"It is the ""Nachwort"" (summarized) in this book that is of great importance.",,,,,
afr_test_track_c_00693,This will enable us to give those who do not qualify for university another chance at learning.,,,,,
afr_test_track_c_00694,"Their two sisters and two brothers, who are also still alive, confirm this.",,,,,
afr_test_track_c_00695,We are not a water-rich country.,,,,,
afr_test_track_c_00696,"As mentioned, the collection contains relatively few letters written by Sita herself.",,,,,
afr_test_track_c_00697,I also want us to look at our systems of water conservation and extend that to you here.,,,,,
afr_test_track_c_00698,The State can no longer take responsibility alone for providing education for an ever-growing population at all levels in South Africa.,,,,,
afr_test_track_c_00699,"Together with this, the effect of corrective action must be mentioned.",,,,,
afr_test_track_c_00700,J.P. Toerien of Bergvliet may be able to withdraw his dossier.,,,,,
afr_test_track_c_00701,"In this regard, there is an urgent need to help address the human rights crisis in that country.",,,,,
afr_test_track_c_00702,"Fortunately, this was not the case with the Department of Agriculture.",,,,,
afr_test_track_c_00703,Nor is it a coincidence that they did not get water.,,,,,
afr_test_track_c_00704,"Since 1994, I have received the NALN newsletter, which I enjoy very much.",,,,,
afr_test_track_c_00705,These are people who don't belong in the service.,,,,,
afr_test_track_c_00706,He paid a heavy price for it.,,,,,
afr_test_track_c_00707,"There are too many murders, rapes, child molestations, robberies, abuses of women, and gangs in our communities.",,,,,
afr_test_track_c_00708,Our oppressors sent our children to English schools.,,,,,
afr_test_track_c_00709,"At this point, we need the encouragement to produce as much food as possible.",,,,,
afr_test_track_c_00710,"Two of the greatest challenges are job creation and the scale of poverty, two aspects of life that are closely intertwined.",,,,,
afr_test_track_c_00711,"On the other hand, the Church (here in the figure of Father Vant Westeinde) is awakening to call everyone to repentance.",,,,,
afr_test_track_c_00712,"Clearly, it would be irresponsible to ignore these and other concerns and dismiss them as the typical rhetoric of doomsday prophets.",,,,,
afr_test_track_c_00713,"In 1929, the first edition of Rikie Postma's ""Versions from Bible Countries"" appeared in book form by J. L.",,,,,
afr_test_track_c_00714,"And, of course, there was a farm school...",,,,,
afr_test_track_c_00715,"Fifth, education needs to be managed effectively.",,,,,
afr_test_track_c_00716,"As such, we would like to believe that it was a success to a large extent.",,,,,
afr_test_track_c_00717,So we must make the World Cup a success in his honor.,,,,,
afr_test_track_c_00718,I think it is appropriate that I briefly refer to each one.,,,,,
afr_test_track_c_00719,"You will agree that this was not a case of ""returning"" but of ""taking back"".",,,,,
afr_test_track_c_00720,The State Secretary of the Z.A.R.,,,,,
afr_test_track_c_00721,"Throughout the world, the concept of ""recycling money"" is now common parlance.",,,,,
afr_test_track_c_00722,"Our motto should be for equality, social justice and human dignity, as these critical values are part of our constitutional democracy.",,,,,
afr_test_track_c_00723,It starts with us.,,,,,
afr_test_track_c_00724,"First, the Government will continue with public investment projects, the value of which has increased to R690 trillion over the next three years.",,,,,
afr_test_track_c_00725,"I trust that reading the book can also provide pleasure for you as collectors of genuine ""emblems"".",,,,,
afr_test_track_c_00726,"If this vision can be materialized, then South Africa will become a world leader in the field of literary museums.",,,,,
afr_test_track_c_00727,We are on track with the other 'big ones' within the 100-day program.,,,,,
afr_test_track_c_00728,"However, we dare not be intimidated by the complexity of the problem.",,,,,
afr_test_track_c_00729,"According to Van Schalkwyk, the new Still Bay MBA will include several marine habitats.",,,,,
afr_test_track_c_00730,This is a lesson that is graphically and cruelly demonstrated daily on our TV screens - from Bosnia to Burundi.,,,,,
afr_test_track_c_00731,"Allow me to acknowledge Lucas Mahlangu, brother of Kalushi, who represents the Mahlangu family.",,,,,
afr_test_track_c_00732,"This is the period between his birth on October 9, 1847 in Kleinbosch, Daljosafat, and his death on May 28, 1911.",,,,,
afr_test_track_c_00733,"At the same time, the center of gravity of the Sesotho-speaking community also lies within the borders of the Free State.",,,,,
afr_test_track_c_00734,"However, we should not take it for granted.",,,,,
afr_test_track_c_00735,Hiemstra was in 1921 to De Burger (from 1922 onwards The Burger).,,,,,
afr_test_track_c_00736,Agricultural cold is controlled by agriculture.,,,,,
afr_test_track_c_00737,"We must eliminate this monster in our daily lives, in the workplace, and especially on the farms.",,,,,
afr_test_track_c_00738,The results will be sent to the parents to monitor progress.,,,,,
afr_test_track_c_00739,"For a long time, the African has not walked barefoot across the Drakensberg.",,,,,
afr_test_track_c_00740,"During these talks, we tried at bilateral level to correct what was clearly lagging behind in the Kempton Park conference.",,,,,
afr_test_track_c_00741,"This, I believe, is the great and strong argument for Afrikaans.",,,,,
afr_test_track_c_00742,Let me specifically mention the role of former President P.W. Botha here.,,,,,
afr_test_track_c_00743,There is work - let's do it.,,,,,
afr_test_track_c_00744,"Finally, allow me to wish your community all the best for this year ahead.",,,,,
afr_test_track_c_00745,The Ericaville Honey Forest Project is a Land Redistribution for Agricultural Development (LRAD) farm where honey forest tea is produced.,,,,,
afr_test_track_c_00746,Pork is equally popular worldwide.,,,,,
afr_test_track_c_00747,It is an event of joy and pride.,,,,,
afr_test_track_c_00748,Erik van den Bergh of KAIROS in the Netherlands regularly sends clippings from Dutch newspapers and magazines related to African literature.,,,,,
afr_test_track_c_00749,I have a lifetime of military orientation behind me and have been trained not to give up.,,,,,
afr_test_track_c_00750,The Government will therefore not yet suspend its support measures.,,,,,
afr_test_track_c_00751,"The 100 days end on Sunday, September 5.",,,,,
afr_test_track_c_00752,"The sheet of the streets was a reddish-brown clay, mixed with pebbles and thoroughly stamped.",,,,,
afr_test_track_c_00753,Departments' levels of compliance with regard to public service and financial management are relatively mixed.,,,,,
afr_test_track_c_00754,The publication of a book is always a child's dream.,,,,,
afr_test_track_c_00755,"Therefore, Afrikaans today is one of the languages whose influence extends beyond its use as a communication tool.",,,,,
afr_test_track_c_00756,The bustling blonde woman who gets in here with her husband quickly erases any doubts and shoots them away.,,,,,
afr_test_track_c_00757,We need to manage it properly and do our marketing.,,,,,
afr_test_track_c_00758,We have now donated another 40 cows.,,,,,
afr_test_track_c_00759,Botha's command appeared in the vicinity of Utrecht.,,,,,
afr_test_track_c_00760,"They give us all a bad name, but we'll get rid of them and replace them with people who want to work.",,,,,
afr_test_track_c_00761,"With reference to technology development, the Western Cape Department of Agriculture is one of the leading creators of agricultural technology in South Africa.",,,,,
afr_test_track_c_00762,"As we celebrate this centenary later this year, we should reflect on how far we have already come as a country.",,,,,
afr_test_track_c_00763,"By participating in ""Reading Circles 2000"", reading circles will enable NALN to provide an essential service.",,,,,
afr_test_track_c_00764,We want to improve the social programs that we have implemented over the years.,,,,,
afr_test_track_c_00765,It can be passed on to the next generation.,,,,,
afr_test_track_c_00766,This year we will continue to step up efforts to strengthen local government capacity in line with the Five-Year Agenda of Local Government Strategy.,,,,,
afr_test_track_c_00767,Especially irrigated land under the Buffalo River Irrigation Scheme was destroyed.,,,,,
afr_test_track_c_00768,"So I call on all of you to join hands, to look for solutions for job creation.",,,,,
afr_test_track_c_00769,There is still much work to be done in this regard.,,,,,
afr_test_track_c_00770,The train accident that killed 20 people and injured as many highlights the reality of the preciousness of life.,,,,,
afr_test_track_c_00771,This project is a prime example of this.,,,,,
afr_test_track_c_00772,"By joining hands and working together, we CAN build a healthy and integrated community.",,,,,
afr_test_track_c_00773,"And according to him, you can only buy on debt as long as you can pay the interest.",,,,,
afr_test_track_c_00774,And they have to pay for it.,,,,,
afr_test_track_c_00775,"These are uncertain times for everyone in our country, and also NALN is investing heavily.",,,,,
afr_test_track_c_00776,Though the place no longer knows its former English officials...,,,,,
afr_test_track_c_00777,But there is also no doubt that many challenges remain.,,,,,
afr_test_track_c_00778,African literature has a treasure trove of memorial schools that can hardly be overemphasized.,,,,,
afr_test_track_c_00779,He thought he could outsmart us.,,,,,
afr_test_track_c_00780,There are many turbulences in the world economy today.,,,,,
afr_test_track_c_00781,There is now an opportunity for communities to get involved in Parool Councils.,,,,,
afr_test_track_c_00782,"The government must work faster, harder and smarter.",,,,,
afr_test_track_c_00783,She eagerly hoped to be left alone.,,,,,
afr_test_track_c_00784,Minister Joemat-Pettersson and I are currently discussing the possible re-establishment of the then Credit Board.,,,,,
afr_test_track_c_00785,"We live past each other, so also take the opportunity to catch up with old friends.",,,,,
afr_test_track_c_00786,But there is no doubt that this program can and should be switched to a significantly higher gear.,,,,,
afr_test_track_c_00787,"I am Sita's eldest granddaughter, born Karin de Kock.",,,,,
afr_test_track_c_00788,That initiative laid the foundation for a global consensus by the United Nations on the approach to negotiations in South Africa.,,,,,
afr_test_track_c_00789,The Freedom Front is a People's Party!,,,,,
afr_test_track_c_00790,It's also wonderful to see so many old friends.,,,,,
afr_test_track_c_00791,The current settlement trends need to be revised in order to break completely with the past.,,,,,
afr_test_track_c_00792,The Freedom Front undertook the political facets of the Africa project together with the United Agricultural Union.,,,,,
afr_test_track_c_00793,"The last letter in the collection is dated November 11, 1911.",,,,,
afr_test_track_c_00794,"And with many of these projects, we're committed to a larger workload.",,,,,
afr_test_track_c_00795,We promote multilingualism in the Western Cape knowing that linguistic diversity is part of our heritage.,,,,,
afr_test_track_c_00796,"With specific reference to Dr Bettie Conradie, I would therefore like to see the links with the South African Institute expanded.",,,,,
afr_test_track_c_00797,"I can see the deeply carved lines of pain and struggle, poverty and hunger on the faces of your farm workers.",,,,,
afr_test_track_c_00798,"In the midst of the debate are those articles related to backwardness and correction, to unity and variety.",,,,,
afr_test_track_c_00799,We live in a time when the world consumes more food than it produces.,,,,,
afr_test_track_c_00800,"At the meeting, representatives of the business sector identified certain probing areas and undertook to deal with them within the business sector.",,,,,
afr_test_track_c_00801,"As honourable Members know, our government has made the fight against crime one of our main focus areas.",,,,,
afr_test_track_c_00802,"Our target is that by 2014, 60% of households in these areas will meet their food needs from their own production.",,,,,
afr_test_track_c_00803,The disposal of Denel's remaining non-essential assets will take place in the 2007-08 financial year.,,,,,
afr_test_track_c_00804,"It is also envisaged that certain insights may be offered to cooperative reading circles, e.g.",,,,,
afr_test_track_c_00805,"And it certainly happens with other things, the World Cup that was here was abused as a sculpture situation for only one party.",,,,,
afr_test_track_c_00806,"Fortunately, I never requested it myself, but NALN asked me to.",,,,,
afr_test_track_c_00807,"Our educational goals are simple, but critical.",,,,,
afr_test_track_c_00808,"On the international front, organizations such as UNESCO also seek to promote language and cultural diversity.",,,,,
afr_test_track_c_00809,"She wants to see the museum""... Well, then no one could guess what the visitor's mission really is!",,,,,
afr_test_track_c_00810,"At times, a sense of belonging or nationalism can be dormant.",,,,,
afr_test_track_c_00811,My answer to that question is a resounding No!,,,,,
afr_test_track_c_00812,We purchased 30 Jersey herds for the project from the department's Outeniqua herd.,,,,,
afr_test_track_c_00813,"Worryingly, however, about 3,000 young people are arrested each month in the Western Cape.",,,,,
afr_test_track_c_00814,"There are practical steps that every individual, household, and business can take.",,,,,
afr_test_track_c_00815,Let us listen and speak freely so that we can hear and then consider in the decision-making process that will take place in our Federal Council.,,,,,
afr_test_track_c_00816,"This should also be reflected in a more detailed fair language policy, which will provide certainty to all language groups.",,,,,
afr_test_track_c_00817,I am personally a strong advocate of agricultural cooling.,,,,,
afr_test_track_c_00818,The most interesting clippings and articles that clearly indicate how Trienke's creative spirit guided her are part of the donation.,,,,,
afr_test_track_c_00819,"Thus, even the world's oldest and richest literary scholars do not have the facility of an inclusive ""literary museum"".",,,,,
afr_test_track_c_00820,The Budgeting Process is now very clear and open to input.,,,,,
afr_test_track_c_00821,He is still looking for a new purpose.,,,,,
afr_test_track_c_00822,It should then ensure that corruption in municipalities is eradicated by 2014.,,,,,
afr_test_track_c_00823,I think this incident sums up well what is happening in the Western Cape today.,,,,,
afr_test_track_c_00824,"Bids will cover, among other things, free trade agreements, credit guarantees, market research and inspections of export products.",,,,,
afr_test_track_c_00825,Van der Merwe is the name!,,,,,
afr_test_track_c_00826,"For this reason, it is gratifying to see so many Western Cape residents actively involved in this initiative.",,,,,
afr_test_track_c_00827,"In doing so, we will give meaning to the apparently untimely death and faded ideals of a formidable woman in South African history.",,,,,
afr_test_track_c_00828,The question is complex.,,,,,
afr_test_track_c_00829,Your tireless and heroic sacrifices have made it possible for me to be here today.,,,,,
afr_test_track_c_00830,"During construction, 150 jobs will be created.",,,,,
afr_test_track_c_00831,There are many people who want to speak on your behalf as farm workers and pretend to change your circumstances.,,,,,
afr_test_track_c_00832,Dr. Frederik Van Zyl Slabbert said there is a danger that Afrikaans and its speakers could isolate the language again.,,,,,
afr_test_track_c_00833,I wish you all the best in your future efforts to preserve and protect this national treasure.,,,,,
afr_test_track_c_00834,Let us first congratulate the author.,,,,,
afr_test_track_c_00835,Violence against women and children is also far too high.,,,,,
afr_test_track_c_00836,He has been active in the film and TV industry since the early 1970s.,,,,,
afr_test_track_c_00837,This forced me to pay a visit to De Doorns on Monday in order to be personally informed of all the facts.,,,,,
afr_test_track_c_00838,You must be at the forefront of the fight against racism.,,,,,
afr_test_track_c_00839,"Water is scarce, and we must always look for ways to conserve it.",,,,,
afr_test_track_c_00840,We agree that the concepts mentioned above are an important basis for building and strengthening our achievements.,,,,,
afr_test_track_c_00841,"There are still many, many days to come when I feel absolutely hopeless.",,,,,
afr_test_track_c_00842,The agricultural community in the Western Cape was shocked to learn of the murder.,,,,,
afr_test_track_c_00843,And he kept his word!,,,,,
afr_test_track_c_00844,The First Rand Group through its subsidiary Westbank funded the implements worth a further R7 million.,,,,,
afr_test_track_c_00845,"The likes of a lobster, and this year it is the seventh, acknowledge the value of lobster.",,,,,
afr_test_track_c_00846,The trees waited and grew.,,,,,
afr_test_track_c_00847,"As for household access to basic services, the figures speak for themselves.",,,,,
afr_test_track_c_00848,"In 1946, a position was created for Hiemstra for which his entire career had prepared him.",,,,,
afr_test_track_c_00849,"At the same time, the number of matriculants passing Mathematics at a higher grade is only slightly higher than in 1995.",,,,,
afr_test_track_c_00850,"We eat more than we produce, yet this is not yet reflected in commodity prices.",,,,,
afr_test_track_c_00851,"Already with the appearance of the first Fire Brigade on May 31, 1910, she was approached as an employee.",,,,,
afr_test_track_c_00852,The private sector faces the same challenges.,,,,,
afr_test_track_c_00853,It is a language without punctuation.,,,,,
afr_test_track_c_00854,It is getting stronger and stronger.,,,,,
afr_test_track_c_00855,I almost fell on my back.,,,,,
afr_test_track_c_00856,This is the provincial LUK for Education's work.,,,,,
afr_test_track_c_00857,Economic indicators indicate that we are now through the worst of the economic recession.,,,,,
afr_test_track_c_00858,"Mpumalanga, unfortunately, has and still experiences incidents of racism that are unacceptable in the national pursuit of reconciliation and nation-building.",,,,,
afr_test_track_c_00859,The project currently consists of 8 ha of table grapes of different cultivars.,,,,,
afr_test_track_c_00860,"The Area Commissioner, the head of the center and the regional office should come and tell me what's going on.",,,,,
afr_test_track_c_00861,My appeal to you today is to help us so that we can help you.,,,,,
afr_test_track_c_00862,We need you.,,,,,
afr_test_track_c_00863,The back of the tournament also comes from our team.,,,,,
afr_test_track_c_00864,Look in the LETTERS.,,,,,
afr_test_track_c_00865,The local government has to work.,,,,,
afr_test_track_c_00866,They must repair where they have broken.,,,,,
afr_test_track_c_00867,I want to emphasize that these are not jobs in the mainstream economy.,,,,,
afr_test_track_c_00868,The resettlement of the will to survive.,,,,,
afr_test_track_c_00869,South Africa's economic growth remains curtailed by flawed and expensive bandwidth.,,,,,
afr_test_track_c_00870,This Congress is a unique and timely opportunity to find common ground on how these investigations should be approached.,,,,,
afr_test_track_c_00871,Perhaps many of you here tonight feel the same way.,,,,,
afr_test_track_c_00872,The museum's corridors were crowded with schoolchildren.,,,,,
afr_test_track_c_00873,The Western Cape is safe and we have no reason to expect attacks.,,,,,
afr_test_track_c_00874,It is also a privilege for me to stand here before you.,,,,,
afr_test_track_c_00875,The lobster and fish industry is an age-old industry of the Cape.,,,,,
afr_test_track_c_00876,That's why I believe that none of these thick files and none of the reporters will ever solve the mystery.,,,,,
afr_test_track_c_00877,They are concerned about the national emergency into which our country has been plunged as a result of the unexpected blackouts in electricity supply.,,,,,
afr_test_track_c_00878,"Working together, this school can be transformed into a ""laboratory of citizenship"" where values and principles are inculcated from an early age.",,,,,
afr_test_track_c_00879,"If he was not here for a few months, everyone wondered if Prof. Steyn was sick or on vacation.",,,,,
afr_test_track_c_00880,We will provide students with easy-to-use workbooks in all 11 languages.,,,,,
afr_test_track_c_00881,strategy in planning to get to the destination.,,,,,
afr_test_track_c_00882,"In the Thirties' room, we stand still before W.E.G.",,,,,
afr_test_track_c_00883,"At this moment, virtually every conflict situation in the world can be traced back to it.",,,,,
afr_test_track_c_00884,We divided it up as follows.,,,,,
afr_test_track_c_00885,Once again congratulations to those who received diplomas here today.,,,,,
afr_test_track_c_00886,We're working to ensure a reversal in underinvestment in infrastructure over the last 25 years.,,,,,
afr_test_track_c_00887,"We plan to set aside more than 6,000 acres of well-located public land for low-income and affordable housing.",,,,,
afr_test_track_c_00888,This government will ensure that our environmental assets and natural resources are well protected and continually improved.,,,,,
afr_test_track_c_00889,"It flourishes as an advertising language, a talk language, a joke-telling language, a singing language, a writing language, a web page language, an art festival language, to name a few.",,,,,
afr_test_track_c_00890,"Former President Mandela speaks of an ""RDP of the soul"".",,,,,
afr_test_track_c_00891,All they have to do is admit that they were wrong.,,,,,
afr_test_track_c_00892,One aspect I would like to emphasize is that racism in South Africa must be eradicated from root to branch.,,,,,
afr_test_track_c_00893,"The technique is not cheaper in terms of reagents and tests, but is faster, more sensitive, and more specific.",,,,,
afr_test_track_c_00894,"This year, the Africa Forum for Port Review will complete its investigation of our country.",,,,,
afr_test_track_c_00895,"In this regard, I would like to thank the private sector for their willingness to help us in any way possible.",,,,,
afr_test_track_c_00896,"She was there herself, with cage, drum and pampers all ready.",,,,,
afr_test_track_c_00897,"Here at NALN, we often find that once someone visits us, they cannot stay away.",,,,,
afr_test_track_c_00898,The project was endorsed by Naspers.,,,,,
afr_test_track_c_00899,I learned a lot from philately!,,,,,
afr_test_track_c_00900,I've been asked to speak on the 2004 budget.,,,,,
afr_test_track_c_00901,You need to use these investigations for creative and proactive input and you need to be wary of mere reactive and defensive actions.,,,,,
afr_test_track_c_00902,Any new system is doomed if the above thoughts are not taken into account.,,,,,
afr_test_track_c_00903,It will then be published.,,,,,
afr_test_track_c_00904,"The improvements are visible and measurable, but there are clearly remaining challenges.",,,,,
afr_test_track_c_00905,"However, after unification in 1910, the school was closed.",,,,,
afr_test_track_c_00906,"In this respect, commercial farmers are as much part of the solution as the emerging farmers.",,,,,
afr_test_track_c_00907,"This indicates weaknesses in the efficiency of the court system, both in terms of technical and other infrastructure and management.",,,,,
afr_test_track_c_00908,This will provide much-needed protection to several marine and tidal river habitats important to overfished fish and other native species.,,,,,
afr_test_track_c_00909,Here I think of young girls who have children before they finish school.,,,,,
afr_test_track_c_00910,"International Mother Language Day, another of UNESCO's programmes, is also celebrated in South Africa every year on 21 February.",,,,,
afr_test_track_c_00911,These can also be considered as medium-term archives for samples.,,,,,
afr_test_track_c_00912,"On both of these occasions, Prof. Beukes was part of the Free State delegation.",,,,,
afr_test_track_c_00913,Our image was crazy.,,,,,
afr_test_track_c_00914,"However, Alexcor has two additional roles to play and both are important for development reasons.",,,,,
afr_test_track_c_00915,It is often seen as a benchmark or guideline by which the values and norms of especially urban society are measured.,,,,,
afr_test_track_c_00916,We need this inclusive climate for success.,,,,,
afr_test_track_c_00917,The Western Cape mourns with the community of Klapmuts.,,,,,
afr_test_track_c_00918,"They seem to be ""simply languishing under the majority of utter apathy"".",,,,,
afr_test_track_c_00919,"The necessary infrastructure, security and logistical arrangements are all in place to ensure a successful tournament.",,,,,
afr_test_track_c_00920,We need to show them what wonderful challenges and careers there are in agriculture.,,,,,
afr_test_track_c_00921,Good progress has been made in aligning Eskom's PWR programme planning with our Generation IV plans.,,,,,
afr_test_track_c_00922,"First, we will have to decide which Sari we are actually looking for.",,,,,
afr_test_track_c_00923,So we're going to take a serious look at the quality of our advisory services.,,,,,
afr_test_track_c_00924,Johann de Lange supplemented his already existing collection at NALN with documents surrounding What Soft is Perishable.,,,,,
afr_test_track_c_00925,She's here with us tonight.,,,,,
afr_test_track_c_00926,And then I just want to deviate here and deal with a particular matter very briefly with you.,,,,,
afr_test_track_c_00927,"We have already identified two possible areas, Matzikamma or Oudtshoorn Municipalities, where job creation projects can be launched.",,,,,
afr_test_track_c_00928,"By his good knowledge of German, Hiemstra was able to point out important shortcomings in Van Bruggen's translation.",,,,,
afr_test_track_c_00929,What is even more remarkable is that the two projects have virtually the same name.,,,,,
afr_test_track_c_00930,The pond would then be used to store all the water and then the orchards would be irrigated from the pond.,,,,,
afr_test_track_c_00931,We had the unpleasant episode in De Doorns last year with alleged xenophobia and allegations of labour abuses on the part of farmers.,,,,,
afr_test_track_c_00932,Perhaps it was also fitting that we served them our own whole-grain jam and homemade orange liqueur.,,,,,
afr_test_track_c_00933,"Thus, research, education, and training in agriculture are essential to make greater quantities of food available.",,,,,
afr_test_track_c_00934,The group applied for funding for the packaging plant with equipment.,,,,,
afr_test_track_c_00935,"Suppliers did their part, and in January construction began, with peculiar problems.",,,,,
afr_test_track_c_00936,"On the other hand, the arts are used as a vehicle for information gathering and dissemination.",,,,,
afr_test_track_c_00937,"By implication, an agricultural region can only show if it is healthy and successful.",,,,,
afr_test_track_c_00938,Visible and invisible things have received a particularly positive reception in the media.,,,,,
afr_test_track_c_00939,"It just shows you, one should not underestimate the value of an animal.",,,,,
afr_test_track_c_00940,Get involved with our parole boards so you can make sure that only people who are rehabilitating are released before their sentences have been served.,,,,,
afr_test_track_c_00941,"We believe that the coming year, especially as it is NALN's 25th anniversary, will yield even more treasures.",,,,,
afr_test_track_c_00942,"As we have all become accustomed to, the past year has produced a rich harvest of donations.",,,,,
afr_test_track_c_00943,The Department of Agriculture is very serious about our contribution to making the Western Cape a home for all.,,,,,
afr_test_track_c_00944,"In fact, food prices have risen faster than inflation in recent years.",,,,,
afr_test_track_c_00945,"In the Western Cape, there is a pool of over 200,000 farm workers with about 1.5 million dependents that are still untapped.",,,,,
afr_test_track_c_00946,The chairpersons of Parool Councils come from our communities and two more community members will serve on the Council.,,,,,
afr_test_track_c_00947,"Outside the private sector, there is still not enough expansion of critical sectors, especially in manufacturing.",,,,,
afr_test_track_c_00948,The mission of the Department of Arts and Culture includes promoting the linguistic diversity of our country.,,,,,
afr_test_track_c_00949,We are currently working on several fronts to see how we can help you.,,,,,
afr_test_track_c_00950,"Sita de Kock, the famous African writer, died in 1987 shortly before her 89th birthday.",,,,,
afr_test_track_c_00951,"As I have already shown you, this is neither necessary nor desirable.",,,,,
afr_test_track_c_00952,Unfulfilled expectations can lead to disillusionment that can easily boil over into frustration and destabilization.,,,,,
afr_test_track_c_00953,It will get more in the next few years.,,,,,
afr_test_track_c_00954,International agreements such as the Kyoto Protocol are increasingly being complied with.,,,,,
afr_test_track_c_00955,We need to show them that there is good in all of us.,,,,,
afr_test_track_c_00956,"Where we cannot provide answers, we will hand them over to the relevant department to provide answers and solutions.",,,,,
afr_test_track_c_00957,Apartheid has hurt our people bitterly.,,,,,
afr_test_track_c_00958,The minister's announcement coincides with National Marine Week which will be celebrated this year from 13 to 17 October.,,,,,
